external_id,name,flat_external_id,room_type_standard,room_type
property_yahya_flat_207_room_PART. 6,Room PART. 6,property_yahya_flat_207,other,2ND SHARING PART. 6
property_yahya_flat_207_room_PART. 7,Room PART. 7,property_yahya_flat_207,other,2ND SHARING PART. 7
property_yahya_flat_207_room_PART. 8,Room PART. 8,property_yahya_flat_207,other,ATTACH PART. 8
property_yahya_flat_207_room_PART. 9,Room PART. 9,property_yahya_flat_207,other,ATTACH PART. 9
property_yahya_flat_207_room_PART. 10,Room PART. 10,property_yahya_flat_207,other,ATTACH PART. 10
property_yahya_flat_207_room_MAID ROOM,Room MAID ROOM,property_yahya_flat_207,maid_room,MAID ROOM
property_yahya_flat_208_room_ATTACH,Room ATTACH,property_yahya_flat_208,other,ATTACH
property_yahya_flat_208_room_SHARING ROOM,Room SHARING ROOM,property_yahya_flat_208,shared,SHARING
property_yahya_flat_208_room_PART. ROOM,Room PART. ROOM,property_yahya_flat_208,other,PART.
property_yahya_flat_208_room_MAID ROOM,Room MAID ROOM,property_yahya_flat_208,maid_room,MAID ROOM
property_yahya_flat_208_room_BIG HALL,Room BIG HALL,property_yahya_flat_208,other,HALL
property_yahya_flat_301_room_MAID ROOM,Room MAID ROOM,property_yahya_flat_301,maid_room,MAID ROOM
property_yahya_flat_301_room_SHARING ROOM,Room SHARING ROOM,property_yahya_flat_301,shared,SHARING
property_yahya_flat_301_room_HALL PART. 1,Room HALL PART. 1,property_yahya_flat_301,hall_partition,HALL 1ST PART.
property_yahya_flat_301_room_HALL PART. 2,Room HALL PART. 2,property_yahya_flat_301,hall_partition,HALL 2ND PART.
property_yahya_flat_301_room_HALL PART 3,Room HALL PART 3,property_yahya_flat_301,other,HALL 3RD PART.
property_yahya_flat_301_room_HALL PART 4,Room HALL PART 4,property_yahya_flat_301,other,HALL 4TH PART. BAL.
property_yahya_flat_301_room_ATTACH PART. 1,Room ATTACH PART. 1,property_yahya_flat_301,other,ATTACH 1ST PART.
property_yahya_flat_301_room_ATTACH PART. 2,Room ATTACH PART. 2,property_yahya_flat_301,other,ATTACH 2ND PART.
property_yahya_flat_301_room_ATTACH PART. 3,Room ATTACH PART. 3,property_yahya_flat_301,other,ATTACH 3RD PART.
property_yahya_flat_307_room_307,Room 307,property_yahya_flat_307,other,ATTACH B.S
property_yahya_flat_307_room_2ND SHARING,Room 2ND SHARING,property_yahya_flat_307,other,2ND SHARING
property_yahya_flat_307_room_1ST SHARING ,Room 1ST SHARING ,property_yahya_flat_307,other,1ST SHARING
property_yahya_flat_307_room_PARTITION ROOM,Room PARTITION ROOM,property_yahya_flat_307,other,PART.
property_yahya_flat_307_room_307,Room 307,property_yahya_flat_307,other,HALL B.S
property_yahya_flat_307_room_MAID ROOM,Room MAID ROOM,property_yahya_flat_307,maid_room,MAID ROOM
property_yahya_flat_308_room_ATTACH,Room ATTACH,property_yahya_flat_308,other,ATTACH
property_yahya_flat_308_room_SHARING ROOM,Room SHARING ROOM,property_yahya_flat_308,shared,SHARING
property_yahya_flat_308_room_MAID ROOM,Room MAID ROOM,property_yahya_flat_308,maid_room,MAID ROOM
property_yahya_flat_308_room_HALL PART. 1,Room HALL PART. 1,property_yahya_flat_308,hall_partition,HALL 1ST PART.
property_yahya_flat_308_room_HALL PART.  2,Room HALL PART.  2,property_yahya_flat_308,hall_partition,HALL 2ND PART.
property_yahya_flat_308_room_HALL PART. 3,Room HALL PART. 3,property_yahya_flat_308,other,HALL 3RD PART.
property_yahya_flat_308_room_HALL PART. 4,Room HALL PART. 4,property_yahya_flat_308,other,HALL 4TH PART.
property_yahya_flat_308_room_HALL PART. 5,Room HALL PART. 5,property_yahya_flat_308,other,HALL 5TH PART. BAL.
property_yahya_flat_401_room_ATTACH,Room ATTACH,property_yahya_flat_401,other,ATTACH
property_yahya_flat_401_room_SHARING ROOM,Room SHARING ROOM,property_yahya_flat_401,shared,SHARING
property_yahya_flat_401_room_MAID ROOM,Room MAID ROOM,property_yahya_flat_401,maid_room,MAID ROOM
property_yahya_flat_401_room_HALL PART. 1,Room HALL PART. 1,property_yahya_flat_401,other,PART.1
property_yahya_flat_401_room_HALL PART. 2,Room HALL PART. 2,property_yahya_flat_401,other,PART.2
property_yahya_flat_401_room_HALL PART. 3,Room HALL PART. 3,property_yahya_flat_401,other,PART.3
property_yahya_flat_401_room_HALL PART. 4,Room HALL PART. 4,property_yahya_flat_401,other,PART.4
property_yahya_flat_401_room_HALL PART. 5,Room HALL PART. 5,property_yahya_flat_401,other,PART.5 BAL.
property_yahya_flat_406_room_406,Room 406,property_yahya_flat_406,other,ATTACH B.S
property_yahya_flat_406_room_SHARING ROOM,Room SHARING ROOM,property_yahya_flat_406,shared,SHARING
property_yahya_flat_406_room_SHARING BS,Room SHARING BS,property_yahya_flat_406,shared,SHARING
property_yahya_flat_406_room_PARTITION ROOM,Room PARTITION ROOM,property_yahya_flat_406,other,PART.
property_yahya_flat_406_room_MAID ROOM,Room MAID ROOM,property_yahya_flat_406,maid_room,MAID ROOM
property_yahya_flat_407_room_1ST SHARING ,Room 1ST SHARING ,property_yahya_flat_407,other,1ST SHARING
property_yahya_flat_407_room_2ND SHARING,Room 2ND SHARING,property_yahya_flat_407,other,2ND SHARING
property_yahya_flat_407_room_ATTACH,Room ATTACH,property_yahya_flat_407,other,ATTACH
property_yahya_flat_407_room_MAID ROOM,Room MAID ROOM,property_yahya_flat_407,maid_room,MAID ROOM
property_yahya_flat_407_room_PART. ROOM,Room PART. ROOM,property_yahya_flat_407,other,PART.
property_yahya_flat_407_room_HALL B.S,Room HALL B.S,property_yahya_flat_407,other,HALL B.S
property_yahya_flat_408_room_ATTACH ROOM,Room ATTACH ROOM,property_yahya_flat_408,other,ATTACH
property_yahya_flat_408_room_1ST SHARING,Room 1ST SHARING,property_yahya_flat_408,other,1ST SHARING
property_yahya_flat_408_room_SHARING,Room SHARING,property_yahya_flat_408,shared,SHARING
property_yahya_flat_408_room_HALL,Room HALL,property_yahya_flat_408,other,HALL
property_yahya_flat_408_room_MAID ROOM,Room MAID ROOM,property_yahya_flat_408,maid_room,MAID ROOM
property_yahya_flat_408_room_S. HALL PART.,Room S. HALL PART.,property_yahya_flat_408,other,S. HALL PART.
property_yahya_flat_506_room_ATTACH,Room ATTACH,property_yahya_flat_506,other,ATTACH
property_yahya_flat_506_room_SHARING,Room SHARING,property_yahya_flat_506,shared,SHARING
property_yahya_flat_506_room_HALL B.S,Room HALL B.S,property_yahya_flat_506,other,HALL B.S
property_yahya_flat_506_room_MAID ROOM,Room MAID ROOM,property_yahya_flat_506,maid_room,MAID ROOM
property_yahya_flat_506_room_PARTITION,Room PARTITION,property_yahya_flat_506,other,PARTITION
property_yahya_flat_504_room_MAID ROOM,Room MAID ROOM,property_yahya_flat_504,maid_room,MAID ROOM
property_yahya_flat_504_room_HALL PART.1,Room HALL PART.1,property_yahya_flat_504,other,HALL PART.1
property_yahya_flat_504_room_HALL PART.2,Room HALL PART.2,property_yahya_flat_504,other,HALL PART.2
property_yahya_flat_504_room_HALL PART.3,Room HALL PART.3,property_yahya_flat_504,other,HALL PART.3
property_yahya_flat_504_room_HALL PART.4 BAL.,Room HALL PART.4 BAL.,property_yahya_flat_504,other,HALL PART.4 BAL.
property_yahya_flat_504_room_1ST SHARING,Room 1ST SHARING,property_yahya_flat_504,other,1ST SHARING
property_yahya_flat_504_room_2ND SHARING,Room 2ND SHARING,property_yahya_flat_504,other,2ND SHARING
property_yahya_flat_504_room_ATTACH PART. 8,Room ATTACH PART. 8,property_yahya_flat_504,other,ATTACH PART. 8
property_yahya_flat_504_room_ATTACH PART. 9,Room ATTACH PART. 9,property_yahya_flat_504,other,ATTACH PART. 9
property_yahya_flat_504_room_ATTACH PART. 10,Room ATTACH PART. 10,property_yahya_flat_504,other,ATTACH PART. 10
property_yahya_flat_601_room_ATTACH,Room ATTACH,property_yahya_flat_601,other,ATTACH
property_yahya_flat_601_room_1ST SHARING,Room 1ST SHARING,property_yahya_flat_601,other,1ST SHARING
property_yahya_flat_601_room_2ND SHARING,Room 2ND SHARING,property_yahya_flat_601,other,2ND SHARING
property_yahya_flat_601_room_BIG HALL,Room BIG HALL,property_yahya_flat_601,other,BIG HALL
property_yahya_flat_601_room_S. HALL,Room S. HALL,property_yahya_flat_601,other,S. HALL
property_yahya_flat_601_room_MAID ROOM,Room MAID ROOM,property_yahya_flat_601,maid_room,MAID ROOM
property_yahya_flat_604_room_ATTACH B.S,Room ATTACH B.S,property_yahya_flat_604,other,ATTACH B.S
property_yahya_flat_604_room_1ST SHARING,Room 1ST SHARING,property_yahya_flat_604,other,1ST SHARING
property_yahya_flat_604_room_2ND SHARING,Room 2ND SHARING,property_yahya_flat_604,shared,SHARING
property_yahya_flat_604_room_MAID ROOM,Room MAID ROOM,property_yahya_flat_604,maid_room,MAID ROOM
property_yahya_flat_604_room_HALL 1ST PART.,Room HALL 1ST PART.,property_yahya_flat_604,hall_partition,HALL 1ST PART.
property_yahya_flat_604_room_HALL 2ND PART.,Room HALL 2ND PART.,property_yahya_flat_604,hall_partition,HALL 2ND PART.
property_yahya_flat_604_room_HALL 3RD PART.,Room HALL 3RD PART.,property_yahya_flat_604,other,HALL 3RD PART.
property_yahya_flat_604_room_HALL PART. BAL.,Room HALL PART. BAL.,property_yahya_flat_604,other,HALL PART. BAL.
property_yahya_flat_607_room_ATTACH,Room ATTACH,property_yahya_flat_607,other,NAN
property_yahya_flat_607_room_1ST SHARING,Room 1ST SHARING,property_yahya_flat_607,other,1ST SHARING
property_yahya_flat_607_room_2ND SHARING,Room 2ND SHARING,property_yahya_flat_607,other,2ND SHARING
property_yahya_flat_607_room_PART.,Room PART.,property_yahya_flat_607,other,PART.
property_yahya_flat_607_room_HALL,Room HALL,property_yahya_flat_607,other,HALL
property_yahya_flat_607_room_MAID ROOM,Room MAID ROOM,property_yahya_flat_607,maid_room,MAID ROOM
property_yahya_flat_704_room_ATTACH B.S,Room ATTACH B.S,property_yahya_flat_704,other,ATTACH B.S
property_yahya_flat_704_room_2ND SHARING,Room 2ND SHARING,property_yahya_flat_704,other,2ND SHARING
property_yahya_flat_704_room_1ST SHARING,Room 1ST SHARING,property_yahya_flat_704,other,1ST SHARING
property_yahya_flat_704_room_MAID ROOM,Room MAID ROOM,property_yahya_flat_704,maid_room,MAID ROOM
property_yahya_flat_704_room_HALL 1ST PART.,Room HALL 1ST PART.,property_yahya_flat_704,hall_partition,HALL 1ST PART.
property_yahya_flat_704_room_HALL 2ND PART.,Room HALL 2ND PART.,property_yahya_flat_704,hall_partition,HALL 2ND PART.
property_yahya_flat_704_room_HALL 3RD PART.,Room HALL 3RD PART.,property_yahya_flat_704,other,HALL 3RD PART.
property_yahya_flat_704_room_HALL PART. BAL.,Room HALL PART. BAL.,property_yahya_flat_704,other,HALL PART. BAL.
property_yahya_flat_705_room_BIG ATTACH,Room BIG ATTACH,property_yahya_flat_705,other,BIG ATTACH
property_yahya_flat_705_room_SHARING,Room SHARING,property_yahya_flat_705,shared,SHARING
property_yahya_flat_705_room_S. ATTACH ROOM,Room S. ATTACH ROOM,property_yahya_flat_705,attached_bathroom,S. ATTACH
property_yahya_flat_705_room_HALL RIGHT PART.,Room HALL RIGHT PART.,property_yahya_flat_705,other,HALL RIGHT PART.
property_yahya_flat_705_room_HALL LEFT PART.,Room HALL LEFT PART.,property_yahya_flat_705,other,HALL LEFT PART.
property_yahya_flat_705_room_K. HALL LEFT PART.,Room K. HALL LEFT PART.,property_yahya_flat_705,other,K. HALL LEFT PART.
property_yahya_flat_705_room_K. HALL RIGHT PART.,Room K. HALL RIGHT PART.,property_yahya_flat_705,other,K. HALL RIGHT PART.
property_yahya_flat_705_room_MAID ROOM,Room MAID ROOM,property_yahya_flat_705,maid_room,MAID ROOM
property_yahya_flat_705_room_K. MAID ROOM,Room K. MAID ROOM,property_yahya_flat_705,other,K. MAID ROOM
property_yahya_flat_708_room_ATTACH,Room ATTACH,property_yahya_flat_708,other,ATTACH
property_yahya_flat_708_room_SHARING,Room SHARING,property_yahya_flat_708,shared,SHARING
property_yahya_flat_708_room_B. HALL,Room B. HALL,property_yahya_flat_708,other,B. HALL
property_yahya_flat_708_room_PART.,Room PART.,property_yahya_flat_708,other,PART.
property_yahya_flat_708_room_MAID ROOM,Room MAID ROOM,property_yahya_flat_708,maid_room,MAID ROOM
property_b.d_flat_105_room_HALL PART. WIND.,Room HALL PART. WIND.,property_b.d_flat_105,other,HALL PART.2 WIND.
property_b.d_flat_105_room_HALL PART. 1,Room HALL PART. 1,property_b.d_flat_105,hall_partition,HALL 1ST PART.
property_b.d_flat_105_room_K. HALL,Room K. HALL,property_b.d_flat_105,other,K. HALL
property_b.d_flat_105_room_MAID ROOM,Room MAID ROOM,property_b.d_flat_105,maid_room,MAID ROOM
property_b.d_flat_105_room_B. ATTACH,Room B. ATTACH,property_b.d_flat_105,other,B. ATTACH
property_b.d_flat_105_room_S. ATTACH   ,Room S. ATTACH   ,property_b.d_flat_105,attached_bathroom,S. ATTACH
property_b.d_flat_105_room_1ST SHARING,Room 1ST SHARING,property_b.d_flat_105,other,1ST SHARING
property_b.d_flat_105_room_2ND SHARING,Room 2ND SHARING,property_b.d_flat_105,other,2ND SHARING
property_b.d_flat_108_room_HALL PART. WIND.,Room HALL PART. WIND.,property_b.d_flat_108,other,HALL WIND.
property_b.d_flat_108_room_HALL PART. 1,Room HALL PART. 1,property_b.d_flat_108,other,HALL PART.
property_b.d_flat_108_room_K. HALL,Room K. HALL,property_b.d_flat_108,other,KITCHEN HALL
property_b.d_flat_108_room_MAID ROOM,Room MAID ROOM,property_b.d_flat_108,maid_room,MAID ROOM
property_b.d_flat_108_room_B. ATTACH,Room B. ATTACH,property_b.d_flat_108,other,BIG ATTACH
property_b.d_flat_108_room_1ST SHARING,Room 1ST SHARING,property_b.d_flat_108,other,1ST SHARING
property_b.d_flat_108_room_2ND SHARING,Room 2ND SHARING,property_b.d_flat_108,other,2ND SHARING
property_b.d_flat_108_room_S. ATTACH,Room S. ATTACH,property_b.d_flat_108,attached_bathroom,S. ATTACH
property_b.d_flat_305_room_B. ATTACH,Room B. ATTACH,property_b.d_flat_305,other,B. ATTACH
property_b.d_flat_305_room_S. ATTACH,Room S. ATTACH,property_b.d_flat_305,attached_bathroom,S. ATTACH
property_b.d_flat_305_room_2ND SHARING,Room 2ND SHARING,property_b.d_flat_305,shared,SHARING
property_b.d_flat_305_room_1ST SHARING,Room 1ST SHARING,property_b.d_flat_305,shared,SHARING
property_b.d_flat_305_room_HALLPART. WIND,Room HALLPART. WIND,property_b.d_flat_305,other,BIG HALL
property_b.d_flat_305_room_PART. NO. 1,Room PART. NO. 1,property_b.d_flat_305,other,PART. NO. 1
property_b.d_flat_305_room_KITCHEN HALL,Room KITCHEN HALL,property_b.d_flat_305,other,KITCHEN HALL
property_b.d_flat_305_room_MAID ROOM,Room MAID ROOM,property_b.d_flat_305,maid_room,MAID ROOM
property_b.d_flat_401_room_ATTACH,Room ATTACH,property_b.d_flat_401,other,ATTACH
property_b.d_flat_401_room_2ND SHARING,Room 2ND SHARING,property_b.d_flat_401,other,2ND SHARING
property_b.d_flat_401_room_1ST SHARING,Room 1ST SHARING,property_b.d_flat_401,other,1ST SHARING
property_b.d_flat_401_room_1ST PART.,Room 1ST PART.,property_b.d_flat_401,other,PART.
property_b.d_flat_401_room_PART. WIND.,Room PART. WIND.,property_b.d_flat_401,other,PART. WIND.
property_b.d_flat_403_room_HALL PART. BAL.,Room HALL PART. BAL.,property_b.d_flat_403,other,HALL PART. BAL.
property_b.d_flat_403_room_RIGHT PART. BAL.,Room RIGHT PART. BAL.,property_b.d_flat_403,other,RIGHT PART. BAL.
property_b.d_flat_403_room_K. HALL,Room K. HALL,property_b.d_flat_403,other,K. HALL BAL.
property_b.d_flat_403_room_K. MAID ROOM,Room K. MAID ROOM,property_b.d_flat_403,other,K. MAID ROOM
property_b.d_flat_403_room_SHARING WIND.,Room SHARING WIND.,property_b.d_flat_403,other,SHARING WIND.
property_b.d_flat_403_room_ATTACH BAL.,Room ATTACH BAL.,property_b.d_flat_403,attached_bathroom,ATTACH BAL.
property_b.d_flat_408_room_K. HALL,Room K. HALL,property_b.d_flat_408,other,KITCHEN HALL
property_b.d_flat_408_room_BIG HALL,Room BIG HALL,property_b.d_flat_408,other,HALL
property_b.d_flat_408_room_SHARING,Room SHARING,property_b.d_flat_408,shared,SHARING
property_b.d_flat_408_room_MAID ROOM,Room MAID ROOM,property_b.d_flat_408,maid_room,MAID ROOM
property_b.d_flat_408_room_B. ATTACH,Room B. ATTACH,property_b.d_flat_408,other,B. ATTACH
property_b.d_flat_408_room_1ST SHARING,Room 1ST SHARING,property_b.d_flat_408,other,1ST SHARING
property_b.d_flat_408_room_S. ATTACH,Room S. ATTACH,property_b.d_flat_408,attached_bathroom,S. ATTACH
property_b.d_flat_410_room_ATTACH,Room ATTACH,property_b.d_flat_410,other,ATTACH
property_b.d_flat_410_room_SHARING,Room SHARING,property_b.d_flat_410,shared,SHARING
property_b.d_flat_410_room_LEFT PART. BAL.,Room LEFT PART. BAL.,property_b.d_flat_410,other,LEFT PART. BAL.
property_b.d_flat_410_room_PART. BAL.,Room PART. BAL.,property_b.d_flat_410,partition,PART. BAL.
property_b.d_flat_410_room_MAID ROOM,Room MAID ROOM,property_b.d_flat_410,maid_room,MAID ROOM
property_b.d_flat_410_room_K.HALL,Room K.HALL,property_b.d_flat_410,other,K.HALL
property_b.d_flat_502_room_ATTACH,Room ATTACH,property_b.d_flat_502,other,ATTACH
property_b.d_flat_502_room_SHARING,Room SHARING,property_b.d_flat_502,shared,SHARING
property_b.d_flat_502_room_MAID ROOM,Room MAID ROOM,property_b.d_flat_502,maid_room,MAID ROOM
property_b.d_flat_502_room_K. HALL,Room K. HALL,property_b.d_flat_502,other,KITCHEN HALL
property_b.d_flat_502_room_HALL PART. WIND.,Room HALL PART. WIND.,property_b.d_flat_502,other,HALL PART. WIND.
property_b.d_flat_502_room_HALL 1ST PART.,Room HALL 1ST PART.,property_b.d_flat_502,hall_partition,HALL 1ST PART.
property_b.d_flat_504_room_LEFT HALL,Room LEFT HALL,property_b.d_flat_504,other,LEFT HALL PART.
property_b.d_flat_504_room_RIGHT HALL,Room RIGHT HALL,property_b.d_flat_504,other,RIGHT HALL
property_b.d_flat_504_room_K. HALL,Room K. HALL,property_b.d_flat_504,other,KITCHEN HALL
property_b.d_flat_504_room_MAID ROOM,Room MAID ROOM,property_b.d_flat_504,maid_room,MAID ROOM
property_b.d_flat_504_room_ATTACH,Room ATTACH,property_b.d_flat_504,other,ATTACH
property_b.d_flat_504_room_SHARING,Room SHARING,property_b.d_flat_504,shared,SHARING
property_b.d_flat_605_room_HALL WIND. PART.,Room HALL WIND. PART.,property_b.d_flat_605,other,HALL WIND. PART.
property_b.d_flat_605_room_HALL PART. 1,Room HALL PART. 1,property_b.d_flat_605,other,HALL PART. 1
property_b.d_flat_605_room_K. HALL,Room K. HALL,property_b.d_flat_605,other,KITCHEN HALL
property_b.d_flat_605_room_MAID ROOM,Room MAID ROOM,property_b.d_flat_605,maid_room,MAID ROOM
property_b.d_flat_605_room_B. ATTACH,Room B. ATTACH,property_b.d_flat_605,other,B. ATTACH
property_b.d_flat_605_room_SHARING,Room SHARING,property_b.d_flat_605,shared,SHARING
property_b.d_flat_605_room_S. ATTACH,Room S. ATTACH,property_b.d_flat_605,attached_bathroom,S. ATTACH
property_b.d_flat_608_room_S. ATTACH,Room S. ATTACH,property_b.d_flat_608,attached_bathroom,S. ATTACH
property_b.d_flat_608_room_B. ATTACH,Room B. ATTACH,property_b.d_flat_608,other,B. ATTACH
property_b.d_flat_608_room_MAID ROOM,Room MAID ROOM,property_b.d_flat_608,maid_room,MAID ROOM
property_b.d_flat_608_room_1ST SHARING,Room 1ST SHARING,property_b.d_flat_608,other,1ST SHARING
property_b.d_flat_608_room_2ND SHARING,Room 2ND SHARING,property_b.d_flat_608,other,2ND SHARING
property_b.d_flat_608_room_HALL PART. WIND.,Room HALL PART. WIND.,property_b.d_flat_608,other,HALL PART. WIND.
property_b.d_flat_608_room_HALL PART. 1,Room HALL PART. 1,property_b.d_flat_608,other,HALL PART. 1
property_b.d_flat_608_room_KITCHEN HALL,Room KITCHEN HALL,property_b.d_flat_608,other,KITCHEN HALL
property_b.d_flat_609_room_ATTACH,Room ATTACH,property_b.d_flat_609,other,ATTACH
property_b.d_flat_609_room_SHARING,Room SHARING,property_b.d_flat_609,shared,SHARING
property_b.d_flat_609_room_1ST PART. BAL.,Room 1ST PART. BAL.,property_b.d_flat_609,other,1ST PART. BAL.
property_b.d_flat_609_room_2ND HALL PART. BAL.,Room 2ND HALL PART. BAL.,property_b.d_flat_609,other,2ND HALL PART. BAL.
property_b.d_flat_609_room_K. HALL,Room K. HALL,property_b.d_flat_609,other,K. HALL
property_b.d_flat_609_room_MAID ROOM,Room MAID ROOM,property_b.d_flat_609,maid_room,MAID ROOM
property_s.p_flat_104_room_ATTACH,Room ATTACH,property_s.p_flat_104,other,ATTACH
property_s.p_flat_104_room_SEPRATE,Room SEPRATE,property_s.p_flat_104,other,SEPRATE
property_s.p_flat_104_room_1ST SHARING,Room 1ST SHARING,property_s.p_flat_104,other,1ST SHARING
property_s.p_flat_104_room_2ND SHARING,Room 2ND SHARING,property_s.p_flat_104,other,2ND SHARING
property_s.p_flat_104_room_MAID ROOM,Room MAID ROOM,property_s.p_flat_104,maid_room,MAID ROOM
property_s.p_flat_104_room_KITCHEN HALL,Room KITCHEN HALL,property_s.p_flat_104,other,KITCHEN HALL
property_s.p_flat_104_room_1ST PART.,Room 1ST PART.,property_s.p_flat_104,partition,1ST PART.
property_s.p_flat_104_room_MIDDLE PART.,Room MIDDLE PART.,property_s.p_flat_104,other,MIDDLE PART.
property_s.p_flat_104_room_PART. WIND.,Room PART. WIND.,property_s.p_flat_104,other,PART. WIND.
property_s.p_flat_203_room_RIGHT ATTACH,Room RIGHT ATTACH,property_s.p_flat_203,other,RIGHT ATTACH
property_s.p_flat_203_room_LEFT ATTACH,Room LEFT ATTACH,property_s.p_flat_203,other,LEFT ATTACH
property_s.p_flat_203_room_SHARING,Room SHARING,property_s.p_flat_203,shared,SHARING
property_s.p_flat_203_room_SEPRATE ROOM,Room SEPRATE ROOM,property_s.p_flat_203,other,SEPRATE
property_s.p_flat_203_room_MAID ROOM,Room MAID ROOM,property_s.p_flat_203,maid_room,MAID ROOM
property_s.p_flat_203_room_1ST PART.,Room 1ST PART.,property_s.p_flat_203,partition,1ST PART.
property_s.p_flat_203_room_2ND PART.,Room 2ND PART.,property_s.p_flat_203,other,2ND PART.
property_s.p_flat_203_room_3RD PART.,Room 3RD PART.,property_s.p_flat_203,other,3RD PART.
property_s.p_flat_203_room_RIGHT PART.,Room RIGHT PART.,property_s.p_flat_203,other,RIGHT PART.
property_s.p_flat_304_room_ATTACH,Room ATTACH,property_s.p_flat_304,other,ATTACH
property_s.p_flat_304_room_SEPRATE,Room SEPRATE,property_s.p_flat_304,other,SEPRATE
property_s.p_flat_304_room_2ND SHARING,Room 2ND SHARING,property_s.p_flat_304,other,2ND SHARING
property_s.p_flat_304_room_1ST SHARING,Room 1ST SHARING,property_s.p_flat_304,other,1ST SHARING
property_s.p_flat_304_room_HALL 1ST PART.,Room HALL 1ST PART.,property_s.p_flat_304,hall_partition,HALL 1ST PART.
property_s.p_flat_304_room_MIDDLE PART.,Room MIDDLE PART.,property_s.p_flat_304,other,MIDDLE PART.
property_s.p_flat_304_room_LAST PART. WIND.,Room LAST PART. WIND.,property_s.p_flat_304,other,LAST PART. WIND.
property_s.p_flat_304_room_KITCHEN HALL,Room KITCHEN HALL,property_s.p_flat_304,other,KITCHEN HALL
property_s.p_flat_304_room_MAID ROOM,Room MAID ROOM,property_s.p_flat_304,maid_room,MAID ROOM
property_s.p_flat_401_room_ATTACH,Room ATTACH,property_s.p_flat_401,other,ATTACH
property_s.p_flat_401_room_SHARING,Room SHARING,property_s.p_flat_401,shared,SHARING
property_s.p_flat_401_room_MAID ROOM,Room MAID ROOM,property_s.p_flat_401,maid_room,MAID ROOM
property_s.p_flat_401_room_PART. 3 WIND.,Room PART. 3 WIND.,property_s.p_flat_401,other,PART. 3 WIND.
property_s.p_flat_401_room_HALL PART. 2,Room HALL PART. 2,property_s.p_flat_401,other,HALL PART. 2
property_s.p_flat_404_room_ATTACH,Room ATTACH,property_s.p_flat_404,other,ATTACH
property_s.p_flat_404_room_SEPRATE,Room SEPRATE,property_s.p_flat_404,other,SEPRATE
property_s.p_flat_404_room_2ND SHARING,Room 2ND SHARING,property_s.p_flat_404,other,2ND SHARING
property_s.p_flat_404_room_1ST SHARING,Room 1ST SHARING,property_s.p_flat_404,other,1ST SHARING
property_s.p_flat_404_room_KITCHEN HALL,Room KITCHEN HALL,property_s.p_flat_404,other,KITCHEN HALL
property_s.p_flat_404_room_HALL 1ST PART.,Room HALL 1ST PART.,property_s.p_flat_404,hall_partition,HALL 1ST PART.
property_s.p_flat_404_room_HALL PART. 2 ,Room HALL PART. 2 ,property_s.p_flat_404,other,PART 2
property_s.p_flat_404_room_3RD PART.,Room 3RD PART.,property_s.p_flat_404,other,3RD PART.
property_s.p_flat_506_room_ATTACH,Room ATTACH,property_s.p_flat_506,other,ATTACH
property_s.p_flat_506_room_SHARING,Room SHARING,property_s.p_flat_506,shared,SHARING
property_s.p_flat_506_room_MAID ROOM,Room MAID ROOM,property_s.p_flat_506,maid_room,MAID ROOM
property_s.p_flat_506_room_2ND PART.,Room 2ND PART.,property_s.p_flat_506,other,2ND PART.
property_s.p_flat_506_room_3RD PART.,Room 3RD PART.,property_s.p_flat_506,other,3RD PART.
property_s.p_flat_704_room_ATTACH,Room ATTACH,property_s.p_flat_704,other,ATTACH
property_s.p_flat_704_room_SEPRATE,Room SEPRATE,property_s.p_flat_704,other,SEPRATE
property_s.p_flat_704_room_1ST SHARING,Room 1ST SHARING,property_s.p_flat_704,other,1ST SHARING
property_s.p_flat_704_room_2ND SHARING,Room 2ND SHARING,property_s.p_flat_704,other,2ND SHARING
property_s.p_flat_704_room_KITCHEN HALL,Room KITCHEN HALL,property_s.p_flat_704,other,KITCHEN HALL
property_s.p_flat_704_room_MAID ROOM,Room MAID ROOM,property_s.p_flat_704,maid_room,MAID ROOM
property_s.p_flat_704_room_1ST PART.,Room 1ST PART.,property_s.p_flat_704,partition,1ST PART.
property_s.p_flat_704_room_2ND PART.,Room 2ND PART.,property_s.p_flat_704,other,2ND PART.
property_s.p_flat_704_room_3RD PART.,Room 3RD PART.,property_s.p_flat_704,other,3RD PART.
property_s.p_flat_706_room_ATTACH,Room ATTACH,property_s.p_flat_706,other,ATTACH
property_s.p_flat_706_room_1ST SHARING,Room 1ST SHARING,property_s.p_flat_706,other,1ST SHARING
property_s.p_flat_706_room_2ND SHARING,Room 2ND SHARING,property_s.p_flat_706,other,2ND SHARING
property_s.p_flat_706_room_MAID ROOM,Room MAID ROOM,property_s.p_flat_706,maid_room,MAID ROOM
property_s.p_flat_706_room_1ST PART.,Room 1ST PART.,property_s.p_flat_706,partition,1ST PART.
property_s.p_flat_706_room_2ND PART.,Room 2ND PART.,property_s.p_flat_706,other,2ND PART.
property_s.p_flat_706_room_3RD PART.,Room 3RD PART.,property_s.p_flat_706,other,3RD PART.
property_al baker_flat_206_room_B. ATTACH,Room B. ATTACH,property_al baker_flat_206,other,B. ATTACH
property_al baker_flat_206_room_S. ATTACH,Room S. ATTACH,property_al baker_flat_206,attached_bathroom,S. ATTACH
property_al baker_flat_206_room_SHARING WIND.,Room SHARING WIND.,property_al baker_flat_206,other,SHARING WIND.
